sample_name,file_name,original_genome,genome,exp_protocol,cell_type,tissue,antibody,treatment,data_source,GSE,GSM,description,format
AML_db223_hg18toHg38,GSM646426_Huvec_H3K9ac_rep1.bed.gz,hg18,hg38,ChiPseq,HUVEC,,H3K9ac,None,GEO,GSE26320,GSM646426,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db224_hg18toHg38,GSM646427_Huvec_H3K9ac_rep2.bed.gz,hg18,hg38,ChiPseq,HUVEC,,H3K9ac,None,GEO,GSE26320,GSM646427,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db225_hg18toHg38,GSM646428_Huvec_H4K20me1_rep1.bed.gz,hg18,hg38,ChiPseq,HUVEC,,H4K20me1,None,GEO,GSE26320,GSM646428,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db226_hg18toHg38,GSM646429_Huvec_H4K20me1_rep2.bed.gz,hg18,hg38,ChiPseq,HUVEC,,H4K20me1,None,GEO,GSE26320,GSM646429,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db227_hg18toHg38,GSM646430_Huvec_WCE_rep1.bed.gz,hg18,hg38,ChiPseq,HUVEC,,None,None,GEO,GSE26320,GSM646430,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db228_hg18toHg38,GSM646431_Huvec_WCE_rep2.bed.gz,hg18,hg38,ChiPseq,HUVEC,,None,None,GEO,GSE26320,GSM646431,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db229_hg18toHg38,GSM646432_K562_CTCF_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,CTCF,None,GEO,GSE26320,GSM646432,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db230_hg18toHg38,GSM646433_K562_CTCF_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,CTCF,None,GEO,GSE26320,GSM646433,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db231_hg18toHg38,GSM646434_K562_H3K27ac_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H3K27ac,None,GEO,GSE26320,GSM646434,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db232_hg18toHg38,GSM646435_K562_H3K27ac_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H3K27ac,None,GEO,GSE26320,GSM646435,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db233_hg18toHg38,GSM646436_K562_H3K27me3_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H3K27me3,None,GEO,GSE26320,GSM646436,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db234_hg18toHg38,GSM646437_K562_H3K27me3_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H3K27me3,None,GEO,GSE26320,GSM646437,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db235_hg18toHg38,GSM646438_K562_H3K36me3_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H3K36me3,None,GEO,GSE26320,GSM646438,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db236_hg18toHg38,GSM646439_K562_H3K36me3_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H3K36me3,None,GEO,GSE26320,GSM646439,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db237_hg18toHg38,GSM646440_K562_H3K4me1_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H3K4me1,None,GEO,GSE26320,GSM646440,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db238_hg18toHg38,GSM646441_K562_H3K4me1_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H3K4me1,None,GEO,GSE26320,GSM646441,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db239_hg18toHg38,GSM646442_K562_H3K4me2_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H3K4me2,None,GEO,GSE26320,GSM646442,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db240_hg18toHg38,GSM646443_K562_H3K4me2_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H3K4me2,None,GEO,GSE26320,GSM646443,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db241_hg18toHg38,GSM646444_K562_H3K4me3_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H3K4me3,None,GEO,GSE26320,GSM646444,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db242_hg18toHg38,GSM646445_K562_H3K4me3_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H3K4me3,None,GEO,GSE26320,GSM646445,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db243_hg18toHg38,GSM646446_K562_H3K9ac_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H3K9ac,None,GEO,GSE26320,GSM646446,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db244_hg18toHg38,GSM646447_K562_H3K9ac_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H3K9ac,None,GEO,GSE26320,GSM646447,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db245_hg18toHg38,GSM646448_K562_H3K9me3_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H3K9me3,None,GEO,GSE26320,GSM646448,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db246_hg18toHg38,GSM646449_K562_H3K9me3_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H3K9me3,None,GEO,GSE26320,GSM646449,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db247_hg18toHg38,GSM646450_K562_H4K20me1_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,H4K20me1,None,GEO,GSE26320,GSM646450,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db248_hg18toHg38,GSM646451_K562_H4K20me1_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,H4K20me1,None,GEO,GSE26320,GSM646451,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db249_hg18toHg38,GSM646452_K562_WCE_rep1.bed.gz,hg18,hg38,ChiPseq,K562,,None,None,GEO,GSE26320,GSM646452,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db250_hg18toHg38,GSM646453_K562_WCE_rep2.bed.gz,hg18,hg38,ChiPseq,K562,,None,None,GEO,GSE26320,GSM646453,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db251_hg18toHg38,GSM646454_NHEK_CTCF_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,CTCF,None,GEO,GSE26320,GSM646454,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db252_hg18toHg38,GSM646455_NHEK_CTCF_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,CTCF,None,GEO,GSE26320,GSM646455,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db253_hg18toHg38,GSM646456_NHEK_H3K27ac_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K27ac,None,GEO,GSE26320,GSM646456,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db254_hg18toHg38,GSM646457_NHEK_H3K27ac_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K27ac,None,GEO,GSE26320,GSM646457,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db255_hg18toHg38,GSM646458_NHEK_H3K27me3_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K27me3,None,GEO,GSE26320,GSM646458,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db256_hg18toHg38,GSM646459_NHEK_H3K27me3_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K27me3,None,GEO,GSE26320,GSM646459,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db257_hg18toHg38,GSM646460_NHEK_H3K36me3_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K36me3,None,GEO,GSE26320,GSM646460,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db258_hg18toHg38,GSM646461_NHEK_H3K36me3_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K36me3,None,GEO,GSE26320,GSM646461,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db259_hg18toHg38,GSM646462_NHEK_H3K4me1_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K4me1,None,GEO,GSE26320,GSM646462,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db260_hg18toHg38,GSM646463_NHEK_H3K4me1_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K4me1,None,GEO,GSE26320,GSM646463,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db261_hg18toHg38,GSM646464_NHEK_H3K4me2_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K4me2,None,GEO,GSE26320,GSM646464,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db262_hg18toHg38,GSM646465_NHEK_H3K4me2_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K4me2,None,GEO,GSE26320,GSM646465,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db263_hg18toHg38,GSM646466_NHEK_H3K4me3_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K4me3,None,GEO,GSE26320,GSM646466,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db264_hg18toHg38,GSM646467_NHEK_H3K4me3_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K4me3,None,GEO,GSE26320,GSM646467,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db265_hg18toHg38,GSM646468_NHEK_H3K9ac_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K9ac,None,GEO,GSE26320,GSM646468,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db266_hg18toHg38,GSM646469_NHEK_H3K9ac_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,H3K9ac,None,GEO,GSE26320,GSM646469,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db267_hg18toHg38,GSM646470_NHEK_H4K20me1_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,H4K20me1,None,GEO,GSE26320,GSM646470,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db268_hg18toHg38,GSM646471_NHEK_H4K20me1_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,H4K20me1,None,GEO,GSE26320,GSM646471,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db269_hg18toHg38,GSM646472_NHEK_WCE_rep1.bed.gz,hg18,hg38,ChiPseq,NHEK,,None,None,GEO,GSE26320,GSM646472,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db270_hg18toHg38,GSM646473_NHEK_WCE_rep2.bed.gz,hg18,hg38,ChiPseq,NHEK,,None,None,GEO,GSE26320,GSM646473,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db271_hg18toHg38,GSM646474_NHLF_CTCF_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,CTCF,None,GEO,GSE26320,GSM646474,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db272_hg18toHg38,GSM646475_NHLF_CTCF_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,CTCF,None,GEO,GSE26320,GSM646475,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db273_hg18toHg38,GSM646476_NHLF_H3K27ac_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K27ac,None,GEO,GSE26320,GSM646476,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db274_hg18toHg38,GSM646477_NHLF_H3K27ac_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K27ac,None,GEO,GSE26320,GSM646477,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db275_hg18toHg38,GSM646478_NHLF_H3K27me3_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K27me3,None,GEO,GSE26320,GSM646478,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db276_hg18toHg38,GSM646479_NHLF_H3K27me3_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K27me3,None,GEO,GSE26320,GSM646479,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db277_hg18toHg38,GSM646480_NHLF_H3K36me3_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K36me3,None,GEO,GSE26320,GSM646480,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db278_hg18toHg38,GSM646481_NHLF_H3K36me3_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K36me3,None,GEO,GSE26320,GSM646481,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db279_hg18toHg38,GSM646482_NHLF_H3K4me1_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K4me1,None,GEO,GSE26320,GSM646482,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db280_hg18toHg38,GSM646483_NHLF_H3K4me1_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K4me1,None,GEO,GSE26320,GSM646483,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db281_hg18toHg38,GSM646484_NHLF_H3K4me2_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K4me2,None,GEO,GSE26320,GSM646484,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db282_hg18toHg38,GSM646485_NHLF_H3K4me2_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K4me2,None,GEO,GSE26320,GSM646485,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db283_hg18toHg38,GSM646486_NHLF_H3K4me3_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K4me3,None,GEO,GSE26320,GSM646486,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db284_hg18toHg38,GSM646487_NHLF_H3K4me3_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K4me3,None,GEO,GSE26320,GSM646487,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db285_hg18toHg38,GSM646488_NHLF_H3K9ac_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K9ac,None,GEO,GSE26320,GSM646488,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db286_hg18toHg38,GSM646489_NHLF_H3K9ac_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,H3K9ac,None,GEO,GSE26320,GSM646489,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db287_hg18toHg38,GSM646490_NHLF_H4K20me1_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,H4K20me1,None,GEO,GSE26320,GSM646490,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db288_hg18toHg38,GSM646491_NHLF_H4K20me1_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,H4K20me1,None,GEO,GSE26320,GSM646491,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db289_hg18toHg38,GSM646492_NHLF_WCE_rep1.bed.gz,hg18,hg38,ChiPseq,NHLF,,None,None,GEO,GSE26320,GSM646492,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db290_hg18toHg38,GSM646493_NHLF_WCE_rep2.bed.gz,hg18,hg38,ChiPseq,NHLF,,None,None,GEO,GSE26320,GSM646493,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db291_hg18toHg38,GSM744581_IkBa_map-hg18.bed.gz,hg18,hg38,ChiPseq, keratinocyte,epidermis, Anti-IkappaBalpha,None,GEO,GSE30082,GSM744581,IkBa associates with histone H2A in human keratinocytes,bed
AML_db292_hg18toHg38,GSM744581_IkBa_peaks.bed.gz,hg18,hg38,ChiPseq, keratinocyte,epidermis, Anti-IkappaBalpha,None,GEO,GSE30082,GSM744581,IkBa associates with histone H2A in human keratinocytes,bed
AML_db405_hg18toHg38,GSM1122302_62F2YAAXX_4_1692_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,CBFB,None,GEO,GSE46044,GSM1122302,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db406_hg18toHg38,GSM1122303_62F31AAXX_6_1690_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,CBFB,None,GEO,GSE46044,GSM1122303,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db407_hg18toHg38,GSM1122304_634J3AAXX_5_2390_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,MYH11,None,GEO,GSE46044,GSM1122304,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db408_hg18toHg38,GSM1122305_62F2YAAXX_8_1715_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,MYH11,None,GEO,GSE46044,GSM1122305,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db409_hg18toHg38,GSM1122306_62W3EAAXX_2_2135_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,MYH11,None,GEO,GSE46044,GSM1122306,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db410_hg18toHg38,GSM1122307_62YT2AAXX_2_2044_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,RNAPII,None,GEO,GSE46044,GSM1122307,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db411_hg18toHg38,GSM1122308_62YT2AAXX_1_2043_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,TBP,None,GEO,GSE46044,GSM1122308,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db412_hg18toHg38,GSM1122309_62W3EAAXX_3_2136_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,HEB,None,GEO,GSE46044,GSM1122309,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db413_hg18toHg38,GSM1122310_62WLHAAXX_8_2144_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,GATA2,None,GEO,GSE46044,GSM1122310,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db414_hg18toHg38,GSM1122311_634J3AAXX_4_2143_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,TAL1,None,GEO,GSE46044,GSM1122311,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db415_hg18toHg38,GSM1122312_62WLHAAXX_7_2142_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,FLI1,None,GEO,GSE46044,GSM1122312,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db416_hg18toHg38,GSM1122313_62W3EAAXX_4_2137_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,ELF1,None,GEO,GSE46044,GSM1122313,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db417_hg18toHg38,GSM1122314_62F2YAAXX_5_1693_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,ERG,None,GEO,GSE46044,GSM1122314,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db418_hg18toHg38,GSM1122315_62WJVAAXX_7_2141_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,PU1,None,GEO,GSE46044,GSM1122315,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db419_hg18toHg38,GSM1122316_62F2YAAXX_6_1694_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,H3K9K14ac,None,GEO,GSE46044,GSM1122316,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db420_hg18toHg38,GSM1122317_D1FYRACXX_8_3513_customTrack.wig.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,p300,None,GEO,GSE46044,GSM1122317,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db421_hg18toHg38,GSM1122319_634HVAAXX_4_2583_customTrack.wig.gz,hg18,hg38,ChiPseq,Patient AML cells,,MYH11,None,GEO,GSE46044,GSM1122319,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db422_hg18toHg38,GSM1122320_62YUPAAXX_8_2065_customTrack.wig.gz,hg18,hg38,ChiPseq,Patient AML cells,,CBFB,None,GEO,GSE46044,GSM1122320,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db423_hg18toHg38,GSM1122322_6372TAAXX_3_2606_customTrack.wig.gz,hg18,hg38,ChiPseq, U937CM leukemic cell line,,CBFB, Tet (1 mM) containing medium,GEO,GSE46044,GSM1122322,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",wig
AML_db424_hg18toHg38,GSM638307_04102009_3139VAAXX_B3.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,None,None,GEO,GSE26014,GSM638307,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db425_hg18toHg38,GSM638308_10092009_42YHKAAXX_B5.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,TAL1,None,GEO,GSE26014,GSM638308,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db426_hg18toHg38,GSM638309_10272009_42YHBAAXX_B2.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,TAL1,None,GEO,GSE26014,GSM638309,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db427_hg18toHg38,GSM638310_04242009_42759AAXX_B3.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,PU1,None,GEO,GSE26014,GSM638310,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db428_hg18toHg38,GSM638311_05012009_42742AAXX_B7.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,PU1,None,GEO,GSE26014,GSM638311,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db429_hg18toHg38,GSM638312_04242009_42759AAXX_B5.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,IKZF1,None,GEO,GSE26014,GSM638312,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db430_hg18toHg38,GSM638313_05012009_42742AAXX_B8.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,IKZF1,None,GEO,GSE26014,GSM638313,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db431_hg18toHg38,GSM638314_05272009_303V0AAXX_B7.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,MEIS1,None,GEO,GSE26014,GSM638314,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db432_hg18toHg38,GSM638315_03232010_61HT1AAXX_B5.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,MEIS1,None,GEO,GSE26014,GSM638315,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db433_hg18toHg38,GSM638316_06112009_42A72AAXX_B4.wig.gz,hg18,hg38,ChiPseq, CD133+,umbilical cord blood ,MEIS1,None,GEO,GSE26014,GSM638316,Transcription factor ChIP-seq in expanded human hematopoietic stem and progenitor cells,wig
AML_db434_hg18toHg38,GSM744581_IkBa.wig.gz,hg18,hg38,ChiPseq,keratinocyte,epidermis,Anti-IkappaBalpha,None,GEO,GSE30082,GSM744581,IkBa associates with histone H2A in human keratinocytes,wig
AML_db435_hg18toHg38,GSM1122318_C00BEABXX_1_3215_customTrack.bedgraph.gz,hg18,hg38,ChiPseq,ME-1 leukemic cell line,,HDAC1,None,GEO,GSE46044,GSM1122318,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",bedGraph
AML_db436_hg18toHg38,GSM1122321_C00BEABXX_1_3217_customTrack.bedgraph.gz,hg18,hg38,ChiPseq,U937CM leukemic cell line,,CBFB,3 days Tet free medium,GEO,GSE46044,GSM1122321,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",bedGraph
AML_db437_hg18toHg38,GSM1122323_B063YABXX_4_2662_customTrack.bedgraph.gz,hg18,hg38,ChiPseq,U937CM leukemic cell line,,MYH11,3 days Tet free medium,GEO,GSE46044,GSM1122323,"A compendium of hematopoietic regulators, chromatin modifiers and basal transcription factors occupy CBFB-MYH11/RUNX1 target genes",bedGraph
AML_db109_hg18toHg19,GSM744581_IkBa_map-hg18.bed.gz,hg18,hg19,ChiPseq,keratinocyte,Epidermis,IkBa,None,GEO,GSE30082,GSM744581,Examination of IkBalpha location in keratinocyte cells,bed
AML_db110_hg18toHg19,GSM744581_IkBa_peaks.bed.gz,hg18,hg19,ChiPseq,keratinocyte,Epidermis,IkBa,None ,GEO,GSE30082,GSM744581,Examination of IkBalpha location in keratinocyte cells,bed
AML_db111_hg18toHg19,GSM646314_GM12878_CTCF_rep1.bed.gz,hg18,hg19,ChiPseq,GM12878,,CTCF,None ,GEO,GSE26320,GSM646314,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db112_hg18toHg19,GSM646315_GM12878_CTCF_rep2.bed.gz,hg18,hg19,ChiPseq,GM12878,,CTCF,None ,GEO,GSE26320,GSM646315,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db113_hg18toHg19,GSM646316_GM12878_H3K27ac_rep1.bed.gz,hg18,hg19,ChiPseq,GM12878,,H3K27ac,None ,GEO,GSE26320,GSM646316,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db114_hg18toHg19,GSM646317_GM12878_H3K27ac_rep2.bed.gz,hg18,hg19,ChiPseq,GM12878,,H3K27ac,None ,GEO,GSE26320,GSM646317,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db115_hg18toHg19,GSM646318_GM12878_H3K27me3_rep1.bed.gz,hg18,hg19,ChiPseq,GM12878,,H3K27me3,None ,GEO,GSE26320,GSM646318,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
AML_db116_hg18toHg19,GSM646319_GM12878_H3K27me3_rep2.bed.gz,hg18,hg19,ChiPseq,GM12878,,H3K27me3,None ,GEO,GSE26320,GSM646319,Mapping and analysis of chromatin state dynamics in nine human cell types,bed
